filepath,tone,chinese,pinyin,duration_sec
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1198.wav,2,王胡本来还可留，但也不要了。“东西，,wáng hú běn lái huán kě liú ， dàn yě bù yào liào 。 dōng xi ，,5.41
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1200.wav,4,此外便摆了钱家的桌椅，——或者也就用赵家的罢。,cǐ wài pián bǎi liào qián jiā dì zhuō yǐ ， — — huò zhě yě jiù yòng zhào jiā dì b,5.17
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1203.wav,3,——可惜脚太大。”,— — kě xī jiǎo tài dà 。,2.74
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1207.wav,4,他急急拾了几块断砖，再上去较为用力的打，,tā jí jí shí liào jī kuài duàn zhuān ， zài shàng qù jiào wéi yòng lì dì dǎ ，,4.38
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1208.wav,2,打到黑门上生出许多麻点的时候，才听得有人来开门。,dǎ dào hēi mén shàng shēng chū xǔ duō má diǎn dì shí hou ， cái tìng děi yǒu rén ,5.77
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1214.wav,4,于是又立刻同到庵里去革命。,yú shì yòu lì kè tóng dào ān lǐ qù gé mìng 。,2.63
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1216.wav,4,尼姑待他们走后，定了神来检点，,ní gū dài tā men zǒu hòu ， dìng liào shén lái jiǎn diǎn ，,3.29
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1228.wav,4,他虽然早知道秀才盘辫的大新闻，但总没有想到自己可以照样做，,tā suī rán zǎo zhī dào xiù cai pán biàn dì dài xīn wén ， dàn zǒng méi yǒu xiǎng ,5.83
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1233.wav,4,但他终于饶放了，单是怒目而视的吐一口唾沫道“呸！”,dàn tā zhōng yú ráo fàng liào ， dān shì nù mù ér shì dì tù yī kǒu tuò mo dào pēi,5.98
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1234.wav,3,这几日里，进城去的只有一个假洋鬼子。,zhè jī rì lǐ ， jìn chéng qù dì zhǐ yǒu yī gè jiǎ yáng guǐ zǐ 。,4.42
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1245.wav,4,——这是洋话，你们不懂的。否则早已成功了。,— — zhè shì yáng huà ， nǐ men bù dǒng dì 。 fǒu zé zǎo yǐ chéng gōng liào 。,4.19
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1247.wav,4,谁愿意在这小县城里做事情。”“唔，这个”,shéi yuàn yì zài zhè xiǎo xiàn chéng lǐ zuò shì qing 。 wú ， zhè ge,5.96
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1249.wav,1,“我要投”“滚出去！”洋先生扬起哭丧棒来了。,wǒ yào tóu gǔn chū qù ！ yáng xiān sheng yáng qǐ kū sāng bàng lái liào 。,5.2
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1254.wav,4,为报仇起见，很想立刻放下辫子来，但也没有竟放。,wèi bào chóu qǐ xiàn ， hěn xiǎng lì kè fàng xià biàn zi lái ， dàn yě méi yǒu jìn,5.56
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1257.wav,4,吧～～！他忽而听得一种异样的声音，又不是爆竹。,ba ！ tā hū ér tīng dé yī zhǒng yì yàng dì shēng yīn ， yòu bù shì bào zhú 。,5.69
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1258.wav,4,于是□【上“辟”下“足”】出路角，仔细的听，,yú shì gīng shàng pì xià zú chū lù jué ， zǐ xì dì tìng ，,2.83
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1262.wav,4,但他决计不再上前，却回到自己的祠里去了。,dàn tā jué jì bù zài shàng qián ， què huí dào zì jǐ dì cí lǐ qù liào 。,5.61
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1269.wav,4,许多时没有动静，把总焦急起来了，,xǔ duō shí méi yǒu dòng jìng ， bà zǒng jiāo jí qi lai liào ，,3.58
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1271.wav,4,因为他那土谷祠里的卧室，也并没有比这间屋子更高明。,yīn wèi tā nuó tǔ gǔ cí lǐ dì wò shì ， yě bìng méi yǒu bì zhè jiān wū zi gèng gā,5.19
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1275.wav,4,都是一脸横肉，怒目而视的看他；,dū shì yī liǎn héng ròu ， nù mù ér shì dì kàn tā ；,3.58
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1277.wav,1,“站着说！不要跪！”长衫人物都吆喝说。,zhàn zhuó shuō ！ bù yào guì ！ cháng shān rén wù dū yāo he shuō 。,4.46
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1280.wav,3,老头子和气的问。“假洋鬼子不准我！”“胡说！,lǎo tóu zi hé qì dì wèn 。 jiǎ yáng guǐ zǐ bù zhǔn wǒ ！ hú shuō ！,5.94
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1286.wav,4,他第二次进了栅栏，倒也并不十分懊恼。,tā dì èr cì jìn liào zhà lán ， dào yě bìng bù shí fēn ào nǎo 。,3.84
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1288.wav,4,惟有圈而不圆，却是他“行状”上的一个污点。,wéi yǒu quān ér bù yuán ， què shì tā xíng zhuàng shàng dì yī gè wū diǎn 。,4.6
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1291.wav,4,举人老爷主张第一要追赃，把总主张第一要示众。,jǔ rén lǎo ye zhǔ zhāng dì yī yào zhuī zāng ， bà zǒng zhǔ zhāng dì yī yào shì zh,5.14
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1293.wav,4,破了案，你又来迂。不成！这是我管的！”,pò liào àn ， nǐ yòu lái yū 。 bù chéng ！ zhè shì wǒ guǎn dì ！,4.74
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1297.wav,4,同时又被一直抓出衙门外去了。,tóng shí yòu bèi yī zhí zhuā chū yá men wài qù liào 。,4.58
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1298.wav,4,但他突然觉到了：这岂不是去杀头么？,dàn tā tū rán jué dào liào ： zhè qǐ bù shì qù shā tóu me ？,4.72
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1300.wav,2,有时虽然着急，有时却也泰然；,yǒu shí suī rán zháo jí ， yǒu shí què yě tài rán ；,3.61
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1304.wav,4,他省悟了，这是绕到法场去的路，这一定是“嚓”的去杀头。,tā xǐng wù liào ， zhè shì rào dào fǎ chǎng qù dì lù ， zhè yī dìng shì chā dì qù ,5.84
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1318.wav,4,从这一天以来，他们便渐渐的都发生了遗老的气味。,zòng zhè yī tiān yǐ lái ， tā men pián jiàn jiàn dì dū fā shēng liào yí lǎo dì qì,5.04
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1326.wav,4,譬如看见老辈威压青年，在先是要愤愤的，,pì rú kàn jiàn lǎo bèi wēi yā qīng nián ， zài xiān shì yào fèn fèn dì ，,4.33
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1331.wav,4,他将这“差不多说”最初公表的时候是在北京首善学校的讲堂上，,tā qiāng zhè chà bu duō shuō zuì chū gōng biǎo dì shí hou shì zài běi jīng shǒu ,5.74
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1336.wav,1,思想言论举动丰采都没有什么大区别,sī xiǎng yán lùn jǔ dòng fēng cǎi dū méi yǒu shén me dài qū bié,3.53
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1343.wav,4,总长冤他有神经病，只要地位还不至于动摇，他决不开一开口；,zǒng zhǎng yuān tā yǒu shén jīng bìng ， zhǐ yào dì wèi huán bù zhì yú dòng yáo ，,5.88
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1346.wav,4,直到听得同寮过分的奚落他们了，这才略有些小感慨，,zhí dào tīng dé tòng liáo guò fèn dì xī luò tā men liào ， zhè cái lüè yǒu xiē xi,4.91
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1349.wav,4,政府说“上了课才给钱”，,zhèng fǔ shuō shàng liào kè cái gěi qián ，,2.46
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1357.wav,3,“对啦。没有钱怎么买米，没有米怎么煮”,duì la 。 méi yǒu qián zěn me mǎi mǐ ， méi yǒu mǐ zěn me zhǔ,4.46
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1365.wav,4,说“教员倘若不上课，便要付欠薪。”,shuō jiào yuán tǎng ruò bù shàng kè ， pián yào fù qiàn xīn 。,3.78
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1378.wav,4,而且他是不敢见手握经经济之权的人物，,ér qiě tā shì bù gǎn xiàn shǒu wò jīng jīng jì zhī quán dì rén wù ，,3.35
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1380.wav,4,他因此不敢见，也不愿见他们。,tā yīn cǐ bù gǎn xiàn ， yě bù yuàn xiàn tā men 。,3.41
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1382.wav,4,大家左索右索，总自一节一节的挨过去了，,dà jiā zuǒ suǒ yòu suǒ ， zǒng zì yī jié yī jié dì ái guò qu liào ，,4.76
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1387.wav,4,我明天不做官了。钱的支票是领来的了，可是索薪大会的代表不发放，,wǒ míng tiān bù zuò guān liào 。 qián dì zhī piào shì lǐng lái dì liào ， kě shì s,5.99
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1388.wav,4,先说是没有同去的人都不发，后来又说是要到他们跟前去亲领。,xiān shuō shì méi yǒu tóng qù dì rén dū bù fā ， hòu lái yòu shuō shì yào dào tā ,5.73
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1389.wav,4,他们今天单捏着支票，就变了阎王脸了，我实在怕看见,tā men jīn tiān dān niē zhuó zhī piào ， jiù biàn liào yán wáng liǎn liào ， wǒ sh,5.64
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1396.wav,4,他想了一会，又懊恼的出去了。,tā xiǎng liào yī huì ， yòu ào nǎo dì chū qù liào 。,3.72
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1398.wav,4,一面走，一面掏着怀中，一面大声的叫道，“喂，领来了！”,yī miàn zǒu ， yī miàn tāo zháo huái zhōng ， yī miàn dà shēng dì jiào dào ， wèi ，,5.99
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1406.wav,4,向不相干的亲戚朋友去借钱，实在是一件烦难事。,xiàng bù xiāng gān dì qīn qī péng yǒu qù jiè qián ， shí zài shì yī jiàn fán nán ,4.88
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1408.wav,4,待到知道我想要向他通融五十元，就像我在他嘴里塞了一大把盐似的，,dài dào zhī dào wǒ xiǎng yào xiàng tā tōng róng wǔ shí yuán ， jiù xiàng wǒ zài t,5.66
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1412.wav,2,那时有一个同乡来借十块钱，,nà shí yǒu yī gè tóng xiāng lái jiè shí kuài qián ，,2.77
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1416.wav,4,他知道店家希图明天多还帐，大抵是不敢不赊的，,tā zhī dào diàn jiā xī tú míng tiān duō huán zhàng ， dà dǐ shì bù gǎn bù shē dì ,4.8
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1423.wav,4,他戟着第二个指头在帐子里的空中画了一个半圆，,tā jǐ zhuó dì èr gè zhǐ tou zài zhàng zi lǐ dì kōng zhōng huà liào yī gè bàn yuá,4.49
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1435.wav,1,方太太怕失了机会，连忙吞吞吐吐的说：,fāng tài tai pà shī liào jī huì ， lián máng tūn tūn tǔ tǔ dì shuō ：,4.85
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1444.wav,4,陈士成看过县考的榜，回到家里的时候，已经是下午了。,chén shì chéng kàn guò xiàn kǎo dì bǎng ， huí dào jiā lǐ dì shí hou ， yǐ jīng sh,5.62
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1445.wav,4,他去得本很早，一见榜，便先在这上面寻陈字。,tā qù děi běn hěn zǎo ， yī jiàn bǎng ， pián xiān zài zhè shàng miàn xún chén zì ,4.97
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1448.wav,4,单站在试院的照壁的面前。,dān zhàn zài shì yuàn dì zhào bì dì miàn qián 。,3.5
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1452.wav,4,隽了秀才，上省去乡试，一径联捷上去，,jùn liào xiù cai ， shàng shěng qù xiāng shì ， yī jìng lián jié shàng qù ，,4.72
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1467.wav,4,有眼无珠，也是可怜的事，便不由嘻嘻的失了笑。,yǒu yǎn wú zhū ， yě shì kě lián dì shì ， pián bù yóu xī xī dì shī liào xiào 。,5.44
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1484.wav,4,至于处所，那是藏在一个谜语的中间：,zhì yú chù suǒ ， nuó shì zàng zài yī gè mí yǔ dì zhōng jiān ：,4.19
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1489.wav,4,后来自己一看到，也还感到惭愧而且羞人。,hòu lái zì jǐ yī kàn dào ， yě huán gǎn dào cán kuì ér qiě xiū rén 。,4.93
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1493.wav,4,他说着，狮子似的赶快走进那房里去，,tā shuō zhuó ， shī zi shì de gǎn kuài zǒu jìn nuó fáng lǐ qù ，,3.68
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1508.wav,4,他已经误到这许是下巴骨了，,tā yǐ jīng wù dào zhè xǔ shì xià ba gǔ liào ，,2.81
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1511.wav,4,下巴骨轻飘飘的回到坑底里不多久，他也就逃到院子里了。,xià ba gǔ qīng piāo piāo dì huí dào kēng dǐ lǐ bù duō jiǔ ， tā yě jiù táo dào yu,5.8
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1526.wav,4,剥取死尸的衣服本来是常有的事，够不上疑心到谋害去：,bō qǔ sǐ shī dì yī fu běn lái shì cháng yǒu dì shì ， gòu bù shàng yí xīn dào móu,5.37
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1527.wav,4,而且仵作也证明是生前的落水，因为他确凿曾在水底里挣命，,ér qiě wǔ zuò yě zhèng míng shì shēng qián dì luò shuǐ ， yīn wèi tā què záo zēng,5.9
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1542.wav,4,这样的几个月之后，他们忽而自己掘土了，,zhè yàng dì jǐ ge yuè zhī hòu ， tā men hū ér zì jǐ jué tǔ liào ，,4.02
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1544.wav,4,后来仔细看时，原来一个的肚子比别一个的大得多了。,hòu lái zǐ xì kàn shí ， yuán lái yī gè dì dù zi bǐ bié yī gè dì dà dé duō liào 。,5.47
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1547.wav,4,也要去讨两匹来养在自己的窗外面。,yě yào qù tǎo liǎng pǐ lái yǎng zài zì jǐ dì chuāng wài miàn 。,4.21
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1549.wav,4,过了十多天，三太太对我说，那两匹又出来了，,guo liào shí duō tiān ， sān tài tai duì wǒ shuō ， nuó liǎng pǐ yòu chu lai liào ,4.7
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1553.wav,4,原来有一个小兔，在院子里跳跃了。,yuán lái yǒu yī gè xiǎo tù ， zài yuàn zi lǐ tiào yuè liào 。,3.48
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1556.wav,4,那该是他的弟弟罢。,nuó gāi shì tā dì dì di ba 。,3.06
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1558.wav,4,孩子们笑得响，那小的终于吃惊了，便跳着钻进洞里去；,hái zi men xiào dé xiǎng ， nuó xiǎo dì zhōng yú chī jīng liào ， pián tiào zhuó z,5.54
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1562.wav,4,太阳出来了，他们却都不见。于是大家就忘却了。,tài yang chu lai liào ， tā men què dū bù jiàn 。 yú shì dà jiā jiù wàng què liào ,5.76
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1563.wav,4,惟有三太太是常在那里喂他们菠菜的，所以常想到。,wéi yǒu sān tài tai shì cháng zài nà li wèi tā men bō cài dì ， suǒ yǐ cháng xiǎn,5.06
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1564.wav,4,伊有一回走进窗后的小院子去，忽然在墙角上发见了一个别的洞，,yī yǒu yī huí zǒu jìn chuāng hòu dì xiǎo yuàn zi qù ， hū rán zài qiáng jiǎo shàn,5.74
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1571.wav,2,伊以为他们搬了家了，很高兴，然而仍然掘，,yī yǐ wéi tā men bān liào jiā liào ， hěn gāo xìng ， rán ér réng rán jué ，,4.25
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1573.wav,4,一切都明白了，三太太先前的预料果不错。,yī qiè dū míng bai liào ， sān tài tai xiān qián dì yù liào guǒ bù cuò 。,4.19
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1574.wav,4,伊为预防危险起见，便将七个小的都装在木箱中，搬进自己的房里，,yī wèi yù fáng wēi xiǎn qǐ xiàn ， pián qiāng qī gè xiǎo dì dū zhuāng zài mù xiān,5.99
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1581.wav,4,夜半在灯下坐着想，,yè bàn zài dēng xià zuò zhuó xiǎng ，,2.18
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1585.wav,4,过往行人憧憧的走着，谁知道曾有一个生命断送在这里呢？,guò wǎng xíng rén chōng chōng dì zǒu zhuó ， shéi zhī dào zēng yǒu yī gè shēng mì,5.59
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1587.wav,2,然而我向来无所容心于其间，而别人并且不听到,rán ér wǒ xiàng lái wú suǒ róng xīn yú qí jiān ， ér bié ren bìng qiě bù tīng dào,5.71
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1590.wav,3,“不，他们自己咬。他那里会给我打呢。”,bù ， tā men zì jǐ yǎo 。 tā nà li kuài jǐ wǒ dǎ ní 。,4.2
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1597.wav,4,那黑猫是不能久在矮墙上高视阔步的了，我决定的想，,nuó hēi māo shì bù néng jiǔ zài ǎi qiáng shàng gāo shì kuò bù dì liào ， wǒ jué d,4.82
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1601.wav,4,“寂寞呀，寂寞呀，在沙漠上似的寂寞呀！”,jì mò ya ， jì mò ya ， zài shā mò shàng shì de jì mò ya ！,5.8
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1618.wav,3,宽有二尺，是仲密所掘，以种荷花的荷池。,kuān yǒu èr chǐ ， shì zhòng mì suǒ jué ， yǐ zhǒng hé huā dì hé chí 。,5.1
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1622.wav,4,然而养成池沼的音乐家却只是爱罗先珂君的一件事。,rán ér yǎng chéng chí zhǎo dì yīn yuè jiā què zhǐ shì ài luō xiān kē jūn dì yī j,5.74
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1625.wav,3,养牛，养骆驼。,yǎng niú ， yǎng luò tuo 。,2.25
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1636.wav,4,等到拦他们上了岸，全池已经是浑水，,děng dào lán tā men shàng liào àn ， quán chí yǐ jīng shì hún shuǐ ，,3.91
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1640.wav,1,他说。,tā shuō 。,1.37
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1648.wav,2,那两回全在后十年，然而都没有看出什么来就走了。,nuó liǎng huí quán zài hòu shí nián ， rán ér dū méi yǒu kàn chū shén me lái jiù ,5.28
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1658.wav,3,他很诧异的说，“怎么总是走，不答应？”我说，,tā hěn chà yì dì shuō ， zěn me zǒng shì zǒu ， bù dā ying ？ wǒ shuō ，,4.88
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1660.wav,4,后来我每一想到，便很以为奇怪，似乎这戏太不好，,hòu lái wǒ měi yī xiǎng dào ， pián hěn yǐ wéi qí guài ， sì hū zhè xì tài bù hǎo ,5.53
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1661.wav,4,——否则便是我近来在戏台下不适于生存了。,— — fǒu zé biàn shì wǒ jìn lái zài xì tái xià bù shì yú shēng cún liào 。,5.05
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1665.wav,4,我于是忘了前几年的冬冬皇皇之灾，竟到第一舞台去了，,wǒ yú shì wàng liào qián jǐ nián dì dōng dōng huáng huáng zhī zāi ， jìng dào dì ,5.15
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1666.wav,4,但大约一半也因为重价购来的宝票，总得使用了才舒服。,dàn dà yuē yī bàn yě yīn wèi zhòng jià gòu lái dì bǎo piào ， zǒng děi shǐ yòng l,5.91
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1671.wav,1,他很看不起似的斜瞥了我一眼，说道，“龚云甫⑷！”,tā hěn kàn bu qǐ shì de xié piē liào wǒ yī yǎn ， shuō dao ， gōng yún fǔ ！,4.93
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1677.wav,4,忽而使我省误到在这里不适于生存了。,hū ér shǐ wǒ shěng wù dào zài zhè lǐ bù shì yú shēng cún liào 。,3.84
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1682.wav,4,这一夜，就是我对于中国戏告了别的一夜，此后再没有想到他，,zhè yī yè ， jiù shì wǒ duì yú zhōng guó xì gào liào bié de yī yè ， cǐ hòu zài mé,5.83
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1686.wav,4,大跳，使看客头昏脑眩，很不适于剧场，,dài tiào ， shǐ kàn kè tóu hūn nǎo xuàn ， hěn bù shì yú jù chǎng ，,4.78
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1690.wav,4,可惜我不知道怎么一来，竟将书名忘却了。,kě xī wǒ bù zhī dào zěn me yī lái ， jìng qiāng shū míng wàng què liào 。,4.87
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1699.wav,4,在小村里，一家的客，几乎也就是公共的。,zài xiǎo cūn lǐ ， yī jiā dì kè ， jī hū yě jiù shì gōng gòng dì 。,4.25
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1703.wav,4,掘来穿在铜丝做的小钩上，伏在河沿上去钓虾。,jué lái chuān zài tóng sī zuò dì xiǎo gōu shàng ， fú zài hé yán shàng qù diào xi,5.07
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1705.wav,4,这虾照例是归我吃的。,zhè xiā zhào lì shì guī wǒ chī dì 。,2.76
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1710.wav,4,算作合做的。当时我并不想到他们为什么年年要演戏。,suàn zuò hé zuò dì 。 dàng shí wǒ bìng bù xiǎng dào tā men wèi shén me nián nián ,5.78
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1714.wav,4,外祖母很气恼，怪家里的人不早定，絮叨起来。,wài zǔ mǔ hěn qì nǎo ， guài jiā lǐ dì rén bù zǎo dìng ， xù dao qi lai 。,5.2
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1725.wav,4,然而外祖母又怕都是孩子，不可靠；,rán ér wài zǔ mǔ yòu pà dū shì hái zi ， bù kě kào ；,3.52
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1727.wav,4,双喜可又看出底细来了，便又大声的说道，,shuāng xǐ kè yòu kàn chū dǐ xì lái liào ， pián yòu dà shēng dì shuō dao ，,3.9
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1731.wav,1,我的很重的心忽而轻松了，身体也似乎舒展到说不出的大。,wǒ dì hěn zhòng dì xīn hū ér qīng sōng liào ， shēn tǐ yě sì hū shū zhǎn dào shuō,5.61
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1732.wav,2,一出门，便望见月下的平桥内泊着一只白篷的航船，,yī chū mén ， pián wàng jiàn yuè xià dì píng qiáo nèi bó zhuó yī zhǐ bái péng dì ,5.04
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1735.wav,3,于是架起两支橹，一支两人，,yú shì jià qǐ liǎng zhī lǔ ， yī zhī liǎng rén ，,2.83
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1750.wav,2,而况没有空地呢,ér kuàng méi yǒu kòng dì ní,2.83
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1754.wav,1,接着走出一个小旦来，咿咿呀呀的唱。,jiē zhe zǒu chū yī gè xiǎo dàn lái ， yī yī yā yā dì chàng 。,3.73
